0,0
3.3333,2.1719
6.6667,4.1875
10,6.9375
13.333,9.0312
16.667,11.875
20,14.156
23.333,17.109
26.667,20.031
30,22.859
33.333,26.531
36.667,29.688
40,33.969
43.333,37.969
46.667,43.234
50,49.984
53.333,56.797
56.667,62.031
60,66.094
63.333,70.281
66.667,73.406
70,77.078
73.333,79.875
76.667,82.875
80,85.844
83.333,88.094
86.667,91.094
90,93.109
93.333,95.734
96.667,97.828
100,100
