0,0
3.3333,2.0781
6.6667,4.5
10,6.4375
13.333,9.3438
16.667,11.469
20,14.219
23.333,17.062
26.667,19.625
30,23.109
33.333,26.328
36.667,29.656
40,34.062
43.333,37.844
46.667,43.406
50,50.234
53.333,57.188
56.667,61.656
60,66.531
63.333,69.953
66.667,73.688
70,77.281
73.333,79.703
76.667,83.078
80,85.938
83.333,88.234
86.667,91.172
90,93.062
93.333,95.859
96.667,97.875
100,100
