0,0
3.3333,1.3889
6.6667,2.7778
10,5.5556
13.333,8.3333
16.667,11.806
20,13.194
23.333,16.667
26.667,20.139
30,22.917
33.333,25.694
36.667,31.25
40,33.333
43.333,38.194
46.667,43.75
50,52.083
53.333,57.639
56.667,63.889
60,67.361
63.333,69.444
66.667,72.917
70,77.083
73.333,79.861
76.667,84.028
80,85.417
83.333,88.889
86.667,90.278
90,92.361
93.333,95.139
96.667,96.528
100,100
