0,0
3.3333,2.1843
6.6667,4.4118
10,6.7258
13.333,9.2777
16.667,11.635
20,14.273
23.333,17.063
26.667,19.831
30,22.946
33.333,26.471
36.667,29.844
40,33.715
43.333,37.997
46.667,42.971
50,49.87
53.333,56.704
56.667,61.786
60,66.047
63.333,70.026
66.667,73.724
70,76.925
73.333,80.104
76.667,83.002
80,85.705
83.333,88.452
86.667,91.025
90,93.339
93.333,95.761
96.667,97.816
100,100
