375.181, 0.51
375.186, 0.513
377.127, 0.516
377.132, 0.518
377.137, 0.521
377.142, 0.523
379.083, 0.526
379.088, 0.529
379.093, 0.531
379.098, 0.534
379.103, 0.536
379.108, 0.539
381.048, 0.542
381.053, 0.544
381.058, 0.547
381.064, 0.549
381.069, 0.552
383.009, 0.555
383.014, 0.557
383.019, 0.56
383.024, 0.563
384.965, 0.565
384.97, 0.568
384.975, 0.57
386.915, 0.573
386.92, 0.576
388.861, 0.578
388.866, 0.581
390.806, 0.583
390.811, 0.586
390.817, 0.589
392.757, 0.591
392.762, 0.594
394.703, 0.596
396.643, 0.599
398.584, 0.602
400.519, 0.602
402.455, 0.602
404.39, 0.602
406.326, 0.602
408.261, 0.602
410.197, 0.602
412.132, 0.602
414.068, 0.602
416.003, 0.602
417.933, 0.599
419.869, 0.599
421.804, 0.599
423.735, 0.596
425.665, 0.594
427.601, 0.594
429.536, 0.594
431.472, 0.594
433.407, 0.594
433.412, 0.596
435.353, 0.599
435.358, 0.602
437.298, 0.604
437.303, 0.607
439.244, 0.609
441.184, 0.612
441.19, 0.615
443.13, 0.617
445.066, 0.617
447.001, 0.617
448.936, 0.617
450.872, 0.617
452.807, 0.617
454.748, 0.62
456.689, 0.622
458.629, 0.625
460.57, 0.628
462.51, 0.63
464.451, 0.633
466.391, 0.635
466.396, 0.638
468.337, 0.641
470.277, 0.643
472.218, 0.646
472.223, 0.648
474.163, 0.651
474.168, 0.654
474.173, 0.656
474.178, 0.659
476.119, 0.661
478.059, 0.664
478.065, 0.667
480.005, 0.669
481.941, 0.669
483.876, 0.669
485.811, 0.669
487.742, 0.667
489.677, 0.667
491.608, 0.664
493.543, 0.664
495.479, 0.664
497.414, 0.664
499.35, 0.664
501.29, 0.667
503.226, 0.667
505.161, 0.667
507.097, 0.667
509.032, 0.667
510.968, 0.667
512.908, 0.669
512.913, 0.672
514.854, 0.674
514.859, 0.677
514.864, 0.68
514.869, 0.682
514.874, 0.685
514.879, 0.688
514.884, 0.69
514.889, 0.693
514.894, 0.695
514.899, 0.698
514.904, 0.701
514.909, 0.703
514.914, 0.706
514.919, 0.708
514.924, 0.711
516.865, 0.714
516.87, 0.716
516.875, 0.719
516.88, 0.721
518.821, 0.724
518.826, 0.727
518.831, 0.729
518.836, 0.732
518.841, 0.734
518.846, 0.737
518.851, 0.74
520.791, 0.742
520.796, 0.745
520.801, 0.747
522.742, 0.75
522.747, 0.753
524.688, 0.755
524.693, 0.758
526.633, 0.76
528.574, 0.763
530.514, 0.766
532.455, 0.768
534.39, 0.768
538.246, 0.76
540.181, 0.76
542.117, 0.76
542.122, 0.763
542.127, 0.766
544.068, 0.768
544.073, 0.771
544.078, 0.773
546.018, 0.776
546.023, 0.779
547.964, 0.781
547.969, 0.784
547.974, 0.786
547.979, 0.789
547.984, 0.792
547.989, 0.794
547.994, 0.797
547.999, 0.799
549.94, 0.802
549.945, 0.805
549.95, 0.807
549.955, 0.81
549.96, 0.813
549.965, 0.815
549.97, 0.818
549.975, 0.82
551.915, 0.823
551.92, 0.826
553.861, 0.828
555.801, 0.831
557.737, 0.831
559.677, 0.833
561.613, 0.833
563.548, 0.833
565.484, 0.833
567.424, 0.836
569.365, 0.839
571.305, 0.841
573.246, 0.844
573.251, 0.846
573.256, 0.849
573.261, 0.852
573.266, 0.854
573.271, 0.857
573.276, 0.859
575.217, 0.862
575.222, 0.865
575.227, 0.867
577.167, 0.87
577.172, 0.872
579.113, 0.875
581.053, 0.878
582.994, 0.88
582.999, 0.883
584.924, 0.878
586.855, 0.875
586.85, 0.872
588.78, 0.87
588.775, 0.867
590.706, 0.865
590.701, 0.862
590.696, 0.859
590.691, 0.857
592.621, 0.854
594.551, 0.852
596.487, 0.852
598.422, 0.852
600.358, 0.852
602.293, 0.852
604.234, 0.854
606.174, 0.857
608.115, 0.859
608.12, 0.862
610.06, 0.865
612.001, 0.867
613.936, 0.867
615.872, 0.867
617.807, 0.867
619.738, 0.865
621.673, 0.865
623.609, 0.865
625.549, 0.867
625.554, 0.87
627.495, 0.872
629.435, 0.875
629.441, 0.878
631.381, 0.88
633.322, 0.883
635.257, 0.883
637.177, 0.875
639.103, 0.87
639.098, 0.867
641.028, 0.865
642.959, 0.862
644.889, 0.859
644.884, 0.857
646.82, 0.857
648.76, 0.859
650.701, 0.862
652.636, 0.862
654.567, 0.859
656.502, 0.859
658.432, 0.857
658.427, 0.854
658.422, 0.852
658.417, 0.849
660.348, 0.846
660.343, 0.844
660.338, 0.841
662.268, 0.839
664.199, 0.836
666.134, 0.836
668.07, 0.836
670.005, 0.836
671.935, 0.833
673.866, 0.831
673.861, 0.828
673.856, 0.826
673.851, 0.823
673.846, 0.82
673.841, 0.818
673.836, 0.815
675.766, 0.813
675.761, 0.81
677.692, 0.807
677.686, 0.805
679.617, 0.802
679.612, 0.799
679.607, 0.797
679.602, 0.794
681.532, 0.792
681.527, 0.789
681.522, 0.786
683.453, 0.784
683.448, 0.781
685.378, 0.779
685.373, 0.776
687.303, 0.773
689.234, 0.771
691.164, 0.768
693.1, 0.768
695.05, 0.776
696.991, 0.779
698.926, 0.779
700.857, 0.776
702.792, 0.776
704.728, 0.776
706.653, 0.771
706.648, 0.768
706.643, 0.766
706.638, 0.763
706.633, 0.76
706.628, 0.758
706.623, 0.755
706.618, 0.753
708.548, 0.75
708.543, 0.747
708.538, 0.745
708.533, 0.742
708.528, 0.74
708.523, 0.737
710.454, 0.734
710.449, 0.732
712.379, 0.729
714.315, 0.729
714.309, 0.727
716.245, 0.727
716.24, 0.724
718.175, 0.724
720.106, 0.721
722.036, 0.719
722.031, 0.716
723.962, 0.714
723.957, 0.711
725.887, 0.708
725.882, 0.706
725.877, 0.703
727.807, 0.701
727.802, 0.698
729.733, 0.695
729.728, 0.693
729.723, 0.69
731.653, 0.688
731.648, 0.685
733.579, 0.682
733.574, 0.68
733.569, 0.677
735.499, 0.674
735.494, 0.672
735.489, 0.669
735.484, 0.667
737.414, 0.664
739.345, 0.661
741.275, 0.659
743.206, 0.656
743.201, 0.654
743.196, 0.651
745.131, 0.651
747.072, 0.654
749.012, 0.656
750.953, 0.659
752.893, 0.661
754.829, 0.661
754.824, 0.659
756.754, 0.656
756.749, 0.654
756.744, 0.651
756.739, 0.648
756.734, 0.646
756.729, 0.643
756.724, 0.641
756.719, 0.638
756.714, 0.635
756.709, 0.633
756.704, 0.63
756.699, 0.628
756.694, 0.625
758.624, 0.622
758.619, 0.62
758.614, 0.617
758.609, 0.615
760.539, 0.612
760.534, 0.609
760.529, 0.607
760.524, 0.604
760.519, 0.602
760.514, 0.599
762.445, 0.596
762.44, 0.594
762.434, 0.591
762.429, 0.589
764.36, 0.586
770.136, 0.57
772.092, 0.581
774.027, 0.581
775.963, 0.581
775.968, 0.583
775.973, 0.586
777.913, 0.589
779.854, 0.591
781.794, 0.594
783.73, 0.594
785.66, 0.591
785.655, 0.589
787.586, 0.586
789.516, 0.583
789.511, 0.581
791.442, 0.578
791.436, 0.576
791.431, 0.573
793.362, 0.57
793.357, 0.568
793.352, 0.565
793.347, 0.563
793.342, 0.56
793.337, 0.557
795.267, 0.555
795.262, 0.552
795.257, 0.549
795.252, 0.547
797.182, 0.544
797.177, 0.542
797.172, 0.539
799.103, 0.536
799.098, 0.534
799.093, 0.531
801.023, 0.529
801.018, 0.526
802.949, 0.523
804.879, 0.521
806.809, 0.518
808.745, 0.518
810.68, 0.518
812.611, 0.516
814.546, 0.516
816.477, 0.513
818.412, 0.513
820.343, 0.51
822.273, 0.508
822.268, 0.505
824.204, 0.505
824.199, 0.503
826.129, 0.5
826.124, 0.497
826.119, 0.495
828.049, 0.492
828.044, 0.49
828.039, 0.487
828.034, 0.484
828.029, 0.482
829.96, 0.479
829.955, 0.477
829.95, 0.474
831.88, 0.471
831.875, 0.469
831.87, 0.466
833.8, 0.464
833.795, 0.461
833.79, 0.458
835.721, 0.456
835.716, 0.453
837.646, 0.451
837.641, 0.448
839.572, 0.445
839.567, 0.443
841.497, 0.44
843.432, 0.44
843.427, 0.438
845.363, 0.438
845.358, 0.435
847.293, 0.435
849.224, 0.432
851.154, 0.43
853.085, 0.427
855.015, 0.424
855.01, 0.422
855.005, 0.419
856.935, 0.417
856.93, 0.414
856.925, 0.411
858.856, 0.409
858.851, 0.406
858.846, 0.404
860.776, 0.401
860.771, 0.398
860.766, 0.396
860.761, 0.393
862.692, 0.391
862.686, 0.388
862.681, 0.385
862.676, 0.383
864.607, 0.38
864.602, 0.378
864.597, 0.375
866.527, 0.372
866.522, 0.37
868.453, 0.367
868.448, 0.365
870.378, 0.362
870.373, 0.359
870.368, 0.357
872.298, 0.354
872.293, 0.352
874.224, 0.349
874.219, 0.346
874.214, 0.344
876.144, 0.341
878.075, 0.339
880.005, 0.336
881.935, 0.333
883.866, 0.331
883.861, 0.328
885.791, 0.326
887.722, 0.323
889.652, 0.32
891.583, 0.318
891.578, 0.315
893.508, 0.313
893.503, 0.31
895.433, 0.307
895.428, 0.305
897.359, 0.302
897.354, 0.299
899.284, 0.297
899.279, 0.294
901.21, 0.292
901.205, 0.289
901.2, 0.286
903.13, 0.284
903.125, 0.281
903.12, 0.279
903.115, 0.276
905.045, 0.273
905.04, 0.271
905.035, 0.268
906.966, 0.266
906.961, 0.263
908.891, 0.26
908.886, 0.258
910.817, 0.255
910.811, 0.253
912.742, 0.25
912.737, 0.247
914.667, 0.245
914.662, 0.242
916.593, 0.24
916.588, 0.237
918.518, 0.234
920.449, 0.232
922.379, 0.229
922.374, 0.227
924.304, 0.224
926.235, 0.221
926.23, 0.219
928.16, 0.216
930.091, 0.214
932.021, 0.211
933.952, 0.208
935.882, 0.206
937.813, 0.203
937.807, 0.201
939.738, 0.198
941.668, 0.195
941.663, 0.193
943.594, 0.19
945.524, 0.188
945.519, 0.185
947.45, 0.182
947.445, 0.18
949.375, 0.177
949.37, 0.174
951.3, 0.172
951.295, 0.169
951.29, 0.167
953.221, 0.164
955.151, 0.161
955.146, 0.159
957.077, 0.156
957.072, 0.154
959.002, 0.151
958.997, 0.148
958.992, 0.146
960.922, 0.143
962.853, 0.141
962.848, 0.138
964.778, 0.135
966.709, 0.133
966.704, 0.13
968.634, 0.128
970.565, 0.125
970.559, 0.122
972.49, 0.12
974.42, 0.117
974.415, 0.115
976.346, 0.112
978.276, 0.109
980.207, 0.107
980.202, 0.104
982.132, 0.102
984.063, 9.896e-2
984.057, 9.635e-2
985.988, 9.375e-2
985.983, 9.115e-2
987.918, 9.115e-2
989.849, 8.854e-2
991.779, 8.594e-2
993.71, 8.333e-2
993.705, 8.073e-2
995.635, 7.813e-2
997.566, 7.552e-2
999.496, 7.292e-2
1001.426, 7.031e-2
1003.357, 6.771e-2
1005.287, 6.51e-2
1007.218, 6.25e-2
1009.148, 5.99e-2
1011.079, 5.729e-2
1013.009, 5.469e-2
1014.945, 5.469e-2
1016.88, 5.469e-2
1018.81, 5.208e-2
1018.805, 4.948e-2
1020.741, 4.948e-2
1022.671, 4.688e-2
1024.607, 4.688e-2
1024.602, 4.427e-2
1026.537, 4.427e-2
1028.473, 4.427e-2
1030.403, 4.167e-2
1032.339, 4.167e-2
1034.269, 3.906e-2
1036.2, 3.646e-2
1038.135, 3.646e-2
1040.066, 3.385e-2
1042.001, 3.385e-2
1043.931, 3.125e-2
1045.862, 2.865e-2
1047.797, 2.865e-2
1049.728, 2.604e-2
1051.663, 2.604e-2
1053.594, 2.344e-2
1055.529, 2.344e-2
1057.46, 2.083e-2
1059.395, 2.083e-2
1061.326, 1.823e-2
1063.261, 1.823e-2
1065.197, 1.823e-2
1067.132, 1.823e-2
1069.063, 1.563e-2
1070.998, 1.563e-2
1072.933, 1.563e-2
1074.869, 1.563e-2
1076.799, 1.302e-2
1078.735, 1.302e-2
1080.67, 1.302e-2
1082.606, 1.302e-2
1084.541, 1.302e-2
1086.477, 1.302e-2
1088.407, 1.042e-2
1090.343, 1.042e-2
1092.273, 7.813e-3
1094.209, 7.813e-3
1094.204, 5.208e-3
1096.139, 5.208e-3
