0,0
5,3.1142
10,6.6609
15,10.381
20,14.273
25,18.772
30,22.924
35,28.114
40,33.737
45,40.398
50,50.173
55,59.516
60,66.263
65,71.713
70,76.644
75,81.92
80,85.986
85,89.187
90,93.339
95,96.799
100,100
