0,0
5,3.1086
10,6.5866
15,10.557
20,14.466
25,18.375
30,22.961
35,27.978
40,33.733
45,40.536
50,50.2
55,59.495
60,66.359
65,71.837
70,76.762
75,81.44
80,85.749
85,89.689
90,93.29
95,96.645
100,100
