0,0
5,3.2007
10,7.0069
15,10.381
20,14.187
25,18.426
30,22.924
35,27.768
40,33.564
45,40.657
50,50.087
55,59.948
60,66.176
65,71.626
70,76.817
75,81.661
80,85.554
85,89.619
90,93.253
95,96.54
100,100
